id,title,role,constituent,classification,medium,date
3485,Lady Mi,,,Sculpture,"Wood, bone?, gold leaf",ca. 1390-1353 B.C.E.
3490,Bowl,,,Ceramic,Porcelain with glaze,960-1127
3544,Statue of Nykara and his Family,,,Sculpture,"Limestone, pigment",ca. 2455-2350 B.C.E.
3588,Tripod Plate,,,Vessel,"Earthenware, 3 color (sancai) lead glaze",618-907
3607,Lady Tuty,,,Sculpture,"Wood, gold leaf",ca. 1390-1352 B.C.E.
3616,Monkey,,,Sculpture,Ivory,ca. 1336-1327 B.C.E.
3635,King Osorkon I,,,Sculpture,"Bronze, gold",ca. 924-889 B.C.E.
3675,Hedgehog Rattle,,,Accessory,Faience,ca. 1938-1700 B.C.E.
3712,Building Scene,,,Sculpture,"Limestone, pigment",ca. 1352-1347 B.C.E.
3728,Relief of Princess Khekeret-nebty,,,Sculpture,Limestone,ca. 2415-2350 B.C.E.
3735,Hedgehog,,,Sculpture,Faience,ca. 1938-1700 B.C.E.
3760,Relief of the Royal Ka,,,Sculpture,"Limestone, pigment",381-343 B.C.E. or 186-145 B.C.E.
3790,"Head of a Man with Tight, Curly Hair",Culture,Ancient Near Eastern,Sculpture,"Marble, ""Bigio Morata""",late 2nd century B.C.E.
3798,Kneeling Statuette of King Necho,,,Sculpture,Bronze,ca. 610-595 B.C.E.
3803,Amunhotep I in the White Crown,,,Sculpture,Limestone,ca. 1525-1504 B.C.E.
3819,Head from a Statue of a Lion,,,Sculpture,Pegmatite,ca. 3300-3100 B.C.E.
3854,Amun-Re or King Amunhotep III,,,Sculpture,Quartzite,ca. 1403-1365 B.C.E.
3933,Outer Coffin of Kamwese,,,Funerary Object,"Wood, pigment",ca. 1539-1295 B.C.E.
3947,Head of an Early Eighteenth Dynasty King,,,Sculpture,"Sandstone, pigment",ca. 1539-1493 B.C.E.
3952,Cat and Mouse,,,Document,"Limestone, ink",ca. 1295-1075 B.C.E.
3976,Shawabti,,,Funerary Object,Limestone,ca. 1818-1539 B.C.E.
3994,Furniture Attachments in Form of Tyt-Amulet and Djed-Pillars,,,Furniture,Wood (acacia?),ca. 1539-1292 B.C.E.
4051,Kohl Tube Inscribed for Amunhotep III and Queen Tiye,,,Container,Faience,ca. 1390-1353 B.C.E.
4093,Ring of Ramesses IV,,,Jewelry,Silver,ca. 1152-1145 B.C.E.
4095,Hoop,,,Jewelry,Gold,ca. 1539-1190 B.C.E.
4131,Isis-knot Amulet,,,Accessory,Jasper,ca. 1539-1190 B.C.E.
4169,Ramesside Mummy Board,,,Funerary Object,"Wood, gesso, pigment",ca. 1295-1185 B.C.E.
4197,Cat Mummy,,,"Remains, Animal","Animal remains, linen, pigment",750-400 B.C.E.
4256,Royal Statues in Procession,,,Sculpture,Limestone,ca. 1478-1458 B.C.E.
4275,Garment Hook,,,Accessories,"Bronze, inlaid with turquoise, silver, and gold",475-221 B.C.E.
4324,Pillow with Incised Decoration,,,Ceramic,Stoneware with slip and lead glaze,960-1279 C.E.
4377,The Doge's Palace (Le Palais ducal),Artist,Claude Monet,Painting,Oil on canvas,1908
4654,Portrait of James McNeill Whistler,Artist,Giovanni Boldini,Painting,Oil on canvas,1897
4734,Isolated Rock (Le Rocher isolé),Artist,Gustave Courbet,Painting,Oil on canvas,ca. 1862
4930,Molded Tile,,,Tiles,"Ceramic; fritware, painted in black, cobalt blue, turquoise, manganese purple, pink, and yellow under a transparent glaze",second half of 19th century
5001,The Seine and the Railroad Bridge at Argenteuil (La Seine et le pont du chemin de fer d'Argenteuil),Artist,Gustave Caillebotte,Painting,Oil on canvas,1885 or 1887
20184,Vessel with Buddhist Symbols,,,Vessel,Cloisonne enamel on copper alloy,1736-1795
20217,Buddhist Ritual Object in Form of a Canopy on Lotus Base,,,Ceremonial,Cloisonne enamel on copper alloy,1736-1795
20375,Gourds,Artist,John Singer Sargent,Watercolor,Opaque and translucent watercolor with graphite underdrawing,1908
34433,Plate,,,Vessel,Porcelain with overglaze enamel decoration,1723-1735
63459,Knife Sheath,Culture,"Eastern, Sioux",Arms and Armor,"Rawhide, buckskin, porcupine quills, tin, sinew, thread",early 19th century
63521,Inlaid Pipe Bowl with Two Faces,Culture,"Sisseton, Sioux",Ceremonial,"Catlinite (pipestone), lead",early 19th century
76484,Ceremonial Hacha in the Form of a Monkey's Head,Culture,Classic Veracruz,Sculpture,Stone,700-900
81660,Figure (Kareau),,,Sculpture,"Wood, shell, pigment",19th century
85929,"Effigy Plummet, Form of Turtle Head or Bird",Culture,"Woodlands, Deptford culture",Tool,Stone,200-500 C.E.
99294,Ritual Wine Vessel (Guang),,,Vessel,Bronze,13th-11th century B.C.E.
100148,Stool (Tabouret),Maker,Pierre Legrain,Furniture,"Wood, shagreen (likely ray skin), laquer, gilding",ca. 1923
100541,Kaemwaset Kneeling with an Emblem of Hathor,,,Sculpture,"Granite, pigment",ca. 1400-1390 B.C.E.
115953,Mirror Case,Artist,'Ali Ashraf,Container,"Ink, opaque watercolor, and gold on papier mâché under a lacquered varnish; silvered glass",AH 1165 / 1751 C.E.
117028,Statue of Osiris,,,Sculpture,Bronze,"664-525 B.C.E., or later"
117239,Cosmetic Dish in the Shape of a Trussed Duck,,,Cosmetic,Wood,ca. 1539-1292 B.C.E.
117905,Stela from the Tomb of a Noblewoman,,,Funerary Object,Limestone,ca. 2675-2170 B.C.E.
117935,"Stela of the Lady of the House, Hery-ib-Neith",,,Funerary Object,"Wood, stucco, pigment",ca. 945-712 B.C.E.
124630,Double-Spout Vessel,Culture,Nasca,Vessel,"Ceramic, pigments",325-440
146894,"Napkin Clip, 1 of 2",Designer,Charles T. Grosjean,,Gilt silver and enamel,1878-1879
152866,Celery and Olive Dish from Raymor Modern Stoneware Line,Designer,Ben Seibel,Food/Drink,Glazed earthenware,ca. 1952
153526,"Folio from the ""Blue"" Qur'an",,,Work on Paper,"Ink, gold, and silver (now oxidized) on blue-dyed parchment",9th-10th century
183862,Vase,Designer,Josef Hoffmann,Vessel,Glass,1912
2,Dolce Far Niente,Artist,John Singer Sargent,Painting,Oil on canvas,ca. 1907
12,George Taylor II,Artist,Rembrandt Peale,Painting,Oil on canvas,1811
38,Modern Madonna,Artist,Bessie Potter Vonnoh,Sculpture,Bronze,1904
68,Lydia Field Emmet,Artist,William Merritt Chase,Painting,Oil on canvas,1892
82,Willimantic Thread Factory,Artist,Julian Alden Weir,Painting,Oil on canvas,1893
192,Carved Figure (Bulto) of Saint Joseph,Culture,Zia Pueblo,Sculpture,"Wood, cloth, gesso, paint",19th century
212,"Misty Morning, Coast of Maine",Artist,Arthur Parton,Painting,Oil on canvas,ca. late 1860s
275,Diana at the Bath,Artist,I. Lorser Feitelson,Painting,Oil on canvas,1922
341,Dressing Room,Artist,Walt Kuhn,Painting,Oil on canvas,1926
610,The Peaceable Kingdom,Artist,Edward Hicks,Painting,Oil on canvas,ca. 1833-1834
665,The Meeting of Joachim and Anna,Artist,Unknown,Painting,Oil on paper mounted on copper plate (painting); silver on wood core (frame),18th century
681,Vision or Death of Saint Francis Xavier,Artist,Unknown,Sculpture,Polychromed Huamanga stone,18th century
1069,"A View of the Two Lakes and Mountain House, Catskill Mountains, Morning",Artist,Thomas Cole,Painting,Oil on canvas,1844
1130,The Greek Slave,Artist,Hiram S. Powers,Sculpture,Marble,1866
1167,Macomb's Dam Bridge,Artist,Edward Hopper,Painting,Oil on canvas,1935
1185,Study for 'The Wounded Drummer Boy',Artist,Eastman Johnson,Painting,Oil on laminated paperboard,ca. 1864-1870
1244,"Two Humming Birds: ""Copper-tailed Amazili""",Artist,Martin Johnson Heade,Painting,Oil on canvas,ca.1865-1875
1357,The Sisters (Eleanor and Rosalba Peale),Artist,Rembrandt Peale,Painting,Oil on canvas,1826
1513,Lamp,Maker,Tiffany Studios,Light,"Bronze, opalescent glass",ca. 1910
2084,Jonah and the Whale: Rebirth Motif,Artist,John B. Flannagan,Sculpture,Bluestone with wood base,1937
2161,The Bamboozler (Child's Clothes Tree),Designer,Richard Neagle,Furniture,"Wood, metal",ca. 1953
2297,"Manco Capac, First Inca, 1 of 14 Portraits of Inca Kings",Culture,Peruvian,Painting,Oil on canvas,mid-18th century (probably)
2298,"Sinchi Roca, Second Inca, 1 of 14 Portraits of Inca Kings",Artist,Unknown,Painting,Oil on canvas,mid-18th century (probably)
2299,"Lloqui Yupanqui, Third Inca, 1 of 14 Portraits of Inca Kings",Artist,Unknown,Painting,Oil on canvas,mid-18th century (probably)
2303,"Yahuar Huacac Yupanqui, Seventh Inca, 1 of 14 Portraits of Inca Kings",Artist,Unknown,Painting,Oil on canvas,mid-18th century (probably)
2304,"Viracocha, Eighth Inca, 1 of 14 Portraits of Inca Kings",Artist,Unknown,Painting,Oil on canvas,mid-18th century (probably)
2306,"Pachacuti, Tenth Inca, 1 of 14 Portraits of Inca Kings",Artist,Unknown,Painting,Oil on canvas,mid-18th century (probably)
2309,"Huascar, Thirteenth Inca, 1 of 14 Portraits of Inca Kings",Artist,Unknown,Painting,Oil on canvas,Probably mid-18th century
2310,"Atahualpa, Fourteenth Inca, 1 of 14 Portraits of Inca Kings",Artist,Unknown,Painting,Oil on canvas,Probably mid-18th century
2943,Snuff Container (Tesa Ya Ma Kanya),Culture,Chokwe,Accessories,"Wood, iron, fiber
",19th century
3134,The Wilbour Plaque,,,Sculpture,"Limestone, pigment",ca. 1352-1336 B.C.E. or slightly later
3229,Stela of Irethoreru,Culture,Egyptian,Sculpture,Syenite,ca. 775-653 B.C.E.
3372,Head from a Shabty of King Akhenaten,,,Funerary Object,Quartzite,ca. 1352-1336 B.C.E.
3438,Nubian Comrades,Culture,Nubian,Sculpture,Sandstone,ca. 1352-1213 B.C.E.
3583,Head of a Ptolemaic King,,,Sculpture,Basalt,3rd century B.C.E. (probably)
3610,Scene of Animal Husbandry,Culture,Egyptian,Sculpture,"Limestone, pigment",ca. 670-650 B.C.E.
3691,Fragment of Colored Hieroglyphs,Culture,Egyptian,Sculpture,"Limestone, pigment",ca. 670-650 B.C.E.
3729,Camp Scene,,,Sculpture,"Limestone, pigment",ca. 1352-1332 B.C.E.
3738,Riverside Scene,,,Sculpture,"Limestone, pigment",ca. 1352-1336 B.C.E.
3784,Block Statue of a High Official,,,Sculpture,Diorite,305-30 B.C.E.
3789,Enigmatic Relief,,,Sculpture,Limestone,ca. 664-30 B.C.E.
3811,Female Offering Bearer,,,Sculpture,Limestone,4th century B.C.E.
3816,Relief of Ptolemy II Philadelphos,,,Sculpture,Granite,285 or 282-246 B.C.E.
3866,Relief of King Sobekhotep III,,,Sculpture,Quartzite,ca. 1744-1741 B.C.E.
3926,Relief of the Theban Divine Family,Culture,Egyptian,Sculpture,Sandstone,ca. 710-670 B.C.E.
3927,Relief of the Theban Divine Family,Culture,Egyptian,Sculpture,Sandstone,ca. 710-670 B.C.E.
4032,The Goddess Bastet,,,Sculpture,Bronze,305-30 B.C.E.
4064,Cosmetic Spoon in the Form of a Woman,Culture,Egyptian,Cosmetic,Wood,ca. 1390-1336 B.C.E.
4149,"Tag for Mummy of a Stonecutter, with Text in Greek and Demotic",,,Document,"Wood, ink",30 B.C.E.-365 C.E.
4179,Painted Coffin Interior,,,Funerary Object,"Wood, pigment",ca. 1070-945 B.C.E.
4281,Raised Relief of Montuemhat(?),Culture,Egyptian,Sculpture,Limestone,ca. 670-650 B.C.E.
4953,Landscape in Auvergne,Artist,Auguste-François Bonheur,Painting,Oil on paper mounted on canvas,ca. 1850
5124,Panel of Tiles,,,Tiles,"Ceramic; fritware, painted in cobalt blue and turquoise under a transparent glaze",17th century
10176,Portrait of Elizabeth Stirling Foote,Artist,Thomas Seir Cummings,"Portrait, Miniatures",Watercolor on ivory portrait in brass locket with glass lenses on both sides,1832
17166,Small Figure of the Bodhisattva Sho Kannon (Avalokiteshvara),,,Sculpture,"Wood, gesso, and paint",ca. 1100
36873,Plaque with Crocodile Deity,Culture,Coclé,Ornament,Gold,ca. 700-900
46928,Figured Ostracon with Head of Akhenaten,,,Document,"Limestone, pigment",ca. 1352–1336 B.C.E.
47420,Standing Bodhisattva,,,Sculpture,"Wood, traces of polychrome",1115-1234
57360,The Parents (Die Eltern),Artist,Käthe Kollwitz,Print,"Woodcut in black ink on beige, moderately thick, smooth, wove paper",1923
60815,Vase with Arabic Inscriptions,,,Vessel,Glass,1736-1795
63501,Ball-headed War Club with Carvings of Birds and Men,Culture,Chippewa (Anishinaabe),Arms and Armor,"Wood, pigment",early 19th century
63578,Bowl,Culture,Delaware,Food/Drink,"Wood, brass",early 19th century
65906,Box in the Form of a Precious Metal Ingot,,,Vessel,Porcelain with cobalt blue underglaze decoration,1573-1619
76833,Four Musk Oxen,Artist,Osuitok Ipeelee,Print,"Stencil (sealskin), paper",1959
90654,"Night, Clock Figure from Pennsylvania Station, 31st to 33rd Streets between 7th and 8th Avenues, NYC",Artist,Adolph Alexander Weinman,Architectural Element,Tennessee marble,ca. 1910
104500,Woman by a Riverbank,Artist,Augustus John,Painting,Oil on panel,ca. 1910-1912
116826,Paddle Doll,,,Sculpture,"Wood, pigment",ca. 2008–1630 B.C.E.
118424,Stela with Boat and Osiris,,,Sculpture,Limestone,ca. 1292-1075 B.C.
122251,Raised Relief of a Goddess or Queen,,,Sculpture,"Sandstone, pigment",ca. 45-41 B.C.E.
132835,Raven Rattle,Culture,Tsimshian,Musical Instrument,"Wood, pigment, rattles, cotton twine",19th century
157593,Hunter on Horseback Attacked by a Mythical Beast,,,Painting,Oil on canvas,mid 18th century
163364,Child's Wheelbarrow,Designer,Gerrit Th. Rietveld,"Recreation, Toys, Games","Wood. pigment, metal",designed 1923; made 1958
164744,Bell,Culture,Dian,Musical Instrument,Bronze,ca. 3rd century B.C.E.
216270,Vessel,Artist,Fujioka Shuhei,Ceramic,Iga ware: stoneware with ash glaze,2013
216271,Vase,Artist,Harada Shuroku,Ceramic,Bizen ware: unglazed stoneware,ca. 2006
15,Laughing Girl,Artist,Robert Henri,Painting,Oil on canvas,1910
261,Bust of Abraham Lincoln,Artist,Augustus Saint-Gaudens,Sculpture,Bronze,1922
932,Sweetmeat Dish,Maker,Gousse Bonnin,Food/Drink,"Soft-paste porcelain, underglaze",1770-1772
1165,Heat,Artist,Florine Stettheimer,Painting,Oil on canvas,1919
1247,Bowl,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1910
1282,Early Spring Afternoon--Central Park,Artist,Willard Leroy Metcalf,Painting,Oil on canvas,1911
1383,Vegetable Dish and Cover,Manufacturer,Union Porcelain Works,Ceramic,Porcelain,ca. 1879
1448,Seated Female Figure,Culture,Jalisco,Sculpture,"Ceramic, slip",ca. 200
1449,Seated Male Figure,Culture,Jalisco,Sculpture,"Ceramic, slip",ca. 200
2047,Red Cloth,Artist,Philip Guston,Painting,Oil on canvas,1976
2096,"Ram's Head, White Hollyhock-Hills (Ram's Head and White Hollyhock, New Mexico)",Artist,Georgia O'Keeffe,Painting,Oil on canvas,1935
2108,Cup and Saucer,Designer,Marion Anderson Noyes,Food/Drink,"Pewter, walnut",20th century
2271,"Vase, Model #A418",Designer,Jeremiah K. Cady,Vessel,Glazed earthenware,1903-1910
2286,Plate (New York World's Fair),Designer,Charles Murphy,Commemorative,Glazed earthenware,ca. 1939
2319,Pitcher,Maker,Charles Cartlidge & Co.,Ceramic,Porcelain,1854-1856
2397,Coffee Maker,Designer,Peter Schlumbohm,Food/Drink,"Glass, wood, leather",Designed 1941
2401,Side Chair,,,Furniture,Cherry and tulip poplar with modern upholstery,ca. 1730
2408,Tray-Top Table,Maker,Robert Harrold,Furniture,Mahogany and mahogany veneer,ca. 1770
2423,Tray,Designer,Karl L. H. Mueller,Food/Drink,Porcelain,ca. 1867
2580,"""Ball"" Wall Clock",Designer,Irving Harper,"Time, Calendar","Painted birch, steel, brass",1948-1969
2587,Spacelander Bicycle,Designer,Benjamin G. Bowden,"Recreation, Toys, Games","Fiberglass, metal, glass, rubber, fox fur",Prototype designed 1946; Manufactured 1960
2605,"""Hang-It-All"" Coat Rack",Designer,Charles Eames,Furnishing,"Metal, wood, paints, varnish, adhesive",Designed 1953; Manufactured 1953-1961
3066,Ramses II,,,Sculpture,"Limestone, pigment",ca. 1279-1213 B.C.E.
3083,Statuette of a Female Acrobat,,,Sculpture,"Limestone, pigment",ca. 1938-1630 B.C.E.
3123,Fragment Mentioning Offerings,,,Sculpture,"Limestone, pigment",ca. 1844-1835 B.C.E.
3143,Spoon with Face of Bes or another Birth God,,,Cosmetic,Wood,ca. 1539-1292 B.C.E.
3145,Paddle Doll,,,Sculpture,"Wood, mud, flax, faience, pigment",ca. 2008-1630 B.C.E.
3147,Scribe's Exercise Board with Hieratic Text,,,Document,"Wood, ink",ca. 1514-1493 B.C.E.
3231,Coffin and Mummy Board of Pasebakhaemipet,,,Funerary Object,"Wood, pigment",ca. 1070-945 B.C.E.
3301,Mirror Disk,,,Accessory,Copper,ca. 1938-1700 B.C.E.
3308,Soldiers Honoring Their Lord,,,Sculpture,"Limestone, pigment",ca. 1336-1327 B.C.E.
3341,Siphon,,,Tool,Bronze,ca. 1539-1292 B.C.E.
3447,Seated Statuette of Pepy I with Horus Falcon,,,Sculpture,"Egyptian alabaster, traces of Egyptian blue, red pigment, and gypsum",ca. 2338-2298 B.C.E.
3531,Jewelry Spacer,,,Vessel,Faience,ca. 1185-653 B.C.E.
3536,Gaming Board Inscribed for Amenhotep III with Separate Sliding Drawer,,,"Recreation, Toys, Games",Faience,ca. 1390-1353 B.C.E.
3542,Two Halves of a Knife Handle,,,Tool,"Bronze, copper, gold",ca. 1294-1279 B.C.E.
3553,Boat-Building Scene,,,Sculpture,"Limestone, pigment",ca. 664-634 B.C.E.
3585,Cylinder Inscribed with a King's Name,,,Accessory,Bone,ca. 2800-2780 B.C.E.
3601,Representation of Pair Statues of King Ramesses II,,,Sculpture,Limestone,ca. 1279-1213 B.C.E.
3664,Statuette of a Male Deity,,,Sculpture,Gneiss,ca. 2500-2350 B.C.E.
3667,Headrest of Shemai,,,Furniture,"Alabaster, pigment",ca. 2288-2170 B.C.E.
3682,Mirror with Handle in Form of Girl,Culture,Egyptian,Cosmetic,Bronze,ca. 1400-1292 B.C.E.
3703,Standing Figure of Buddhist Guardian,,,Sculpture,Wood sculpture with traces of polychromy,13th-14th century
3704,Bottle in the Form of a Mother and Child,,,Sculpture,"Steatite, glaze",ca. 1336-1295 B.C.E.
3710,Raised Relief of a Priest,,,Sculpture,Limestone,ca. 664-610 B.C.E.
3742,Relief of Amunmose,,,Sculpture,Limestone,ca. 1336-1297 B.C.E.
3752,Block Statue of Ay,,,Sculpture,Limestone,ca. 1332-1322 B.C.E.
3753,Stela of a Soldier Named Amunemhat,,,Sculpture,Granite,ca. 1479-1425 B.C.E.
3754,Fragment of Palette,,,Cosmetic,Schist,ca. 3200-2800 B.C.E.
3761,Seated Maitreya,,,Sculpture,Gilt copper alloy,13th-14th century
3836,Attendants of Hatshepsut,,,Sculpture,"Limestone, pigment",ca. 1478-1458 B.C.E.
3877,Relief of the Goddess Mut,,,Sculpture,Granite,ca. 1336-1213 B.C.E.
3919,Garudasana Vishnu,,,Sculpture,Gilt Bronze,late 11th - early 12th century
3937,Offering Jar and Stand,,,Funerary Object,"Granite, limestone",ca. 2475-2345 B.C.E.
3942,Relief of Mourning Women,,,Sculpture,"Limestone, remains of stucco",ca. 1319-1204 B.C.E.
3996,Ibis-Headed Thoth,,,Accessory,Ivory,ca. 1539-1292 B.C.E.
4033,Jar with Floral Collar in Relief,,,Vessel,Egyptian alabaster (calcite),ca. 1292-1190 B.C.E.
